,temp,APC（E2步骤）,source_RF（E2步骤）,LF_RF（E2步骤）,SF6（E2步骤）,C4F8（DEP步骤）,DEP time,etch time,,Zmin_1,Zmin_2,Zmin_3,Zmin_4,Zmin_5,Zmin_6,Zmin_7,Zmin_8,Zmin_9,Zmin_9_2,F_Flux_1,F_Flux_2,F_Flux_3,F_Flux_4,F_Flux_5,F_Flux_6,F_Flux_7,F_Flux_8,F_Flux_9,F_Flux_9_2,Ion_Flux_1,Ion_Flux_2,Ion_Flux_3,Ion_Flux_4,Ion_Flux_5,Ion_Flux_6,Ion_Flux_7,Ion_Flux_8,Ion_Flux_9,Ion_Flux_9_2,h0_1,h0_2,h0_3,h0_4,h0_5,h0_6,h0_7,h0_8,h0_9,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,d0_1,d0_2,d0_3,d0_4,d0_5,d0_6,d0_7,d0_8,d0_9,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,w1,w2,w3,w4,w5,w6,w7,w8,w9
cas640,-10,80,1900,35,550,200,3.6,2.8,case640,-0.531526191,-1.003200599,-1.444417396,-1.865810692,-2.262120758,-2.63774573,-2.998519437,-3.342106308,-3.677996448,-3.685174034,0.107071992,0.092014863,0.086318127,0.080595637,0.075806513,0.073935787,0.071109456,0.069305785,0.067265417,0.066862518,0.004512541,0.004326583,0.004035499,0.003778042,0.003482838,0.003100282,0.002854215,0.002724249,0.002524065,0.002521908,-0.499130338,0.457961674,0.423436148,0.410846114,0.382098096,0.369793313,0.346110616,0.34155052,0.454247214,-0.497988999,0.458817661,0.424577526,0.409740124,0.39376143,0.364086662,0.328032221,0.327715499,0.480453912,0.271531819,0.231282993,0.202394836,0.178773682,0.149942122,0.132788987,0.136840849,0.122343132,0.105254849,0.269388079,0.23437869,0.201092614,0.172694607,0.152418646,0.14561595,0.137282082,0.117414621,0.093964997,0.849689927,0.774431713,0.749546884,0.742985515,0.721806427,0.722053882,0.732809767,0.738554433,0.723267236
cas641,15,50,900,25,250,150,2,3.6,case641,-0.45964863,-0.873411464,-1.262332682,-1.641861635,-2.004095018,-2.343041088,-2.671752555,-2.990108975,-3.291978027,-3.297076532,0.071718919,0.062937339,0.058411401,0.057471638,0.054190542,0.051933098,0.04937372,0.048211001,0.047234721,0.046518901,0.002709363,0.00267547,0.002563201,0.002401871,0.002259147,0.002139064,0.00192303,0.001819135,0.001724703,0.001714118,-0.428082091,0.387198712,0.378924055,0.364086611,0.341259905,0.332175204,0.313652141,0.30233877,0.449359042,-0.430214018,0.391008986,0.37840317,0.361444916,0.341885277,0.327297534,0.313867807,0.295321022,0.457633802,0.22503609,0.195864374,0.167299899,0.14396387,0.130482615,0.11939449,0.108598462,0.112812989,0.089039192,0.226942603,0.198359434,0.177577747,0.151369891,0.124653391,0.109487764,0.102730799,0.09278281,0.083290551,0.770968453,0.713213568,0.706291538,0.690398304,0.687920503,0.692640634,0.702534802,0.70859394,0.700233781
cas642,0,55,1600,135,200,550,1.2,3.6,case642,-0.50505656,-0.959251963,-1.385427122,-1.791569033,-2.174715229,-2.538807358,-2.88114435,-3.21424199,-3.535008048,-3.540517863,0.079529389,0.067327109,0.062253737,0,0.055043915,0.052941297,0.050720567,0.049867395,0.048229263,0.047766414,0.004496862,0.004454077,0.004288391,0,0.003650806,0.003322349,0.003063283,0.002869382,0.002651623,0.002587462,-0.466031556,0.450542965,0.407172109,0.402606794,0.371790665,0.342984472,0.350092684,0.304573434,0.444723186,-0.470882245,0.44084159,0.413138219,0.392340779,0.371239901,0.360091959,0.338121176,0.308597531,0.445264464,0.252929176,0.216518286,0.18071609,0.156693976,0.140099527,0.132430698,0.12110623,0.119302745,0.090428707,0.254349476,0.219149038,0.177218224,0.153272543,0.134021427,0.127994052,0.097523277,0.095588086,0.09259976,0.800354312,0.728742984,0.681956656,0.665196476,0.648832673,0.653687362,0.660405611,0.582542807,0.656926744
cas643,-10,20,2700,70,50,700,1.2,4,case643,-0.331366579,-0.644905268,-0.936757659,-1.220867825,-1.485275865,-1.737345934,-1.975169193,-2.203314083,-2.421851637,-2.425142884,0.036969832,0.031234108,0.028771057,0.026353121,0.025140412,0.023524202,0.022909394,0.022294901,0.021585295,0.021591312,0.016163095,0.016044057,0.015522716,0.014859293,0.013821889,0.012906673,0.011826938,0.011063514,0.010141963,0.010223724,-0.308527001,0.300171741,0.28305167,0.27192367,0.2633636,0.240959951,0.238401771,0.224843451,0.29390003,-0.306529654,0.303310433,0.287617011,0.270570559,0.255586028,0.245102218,0.237288782,0.22894752,0.290190679,0.132811337,0.104961316,0.090577787,0.078974403,0.076235375,0.072748885,0.068655439,0.059019994,0.047938253,0.130677612,0.103319285,0.089499706,0.078785612,0.074924541,0.073357366,0.065121559,0.055387177,0.057417649,0.506097567,0.450889219,0.426975541,0.361106033,0.401439945,0.39355407,0.385681724,0.369707625,0.359380429
cas644,-5,85,1500,85,550,300,2,2.4,case644,-0.47598806,-0.916414723,-1.316687248,-1.702874699,-2.071433831,-2.427010477,-2.759725038,-3.08166171,-3.387615715,-3.3954361,0.118355191,0.098857282,0.093618178,0.086567589,0.083236515,0.080129271,0.077449798,0.073887877,0.072281497,0.070912476,0.003526945,0.003585557,0.003591142,0.003284619,0.00307913,0.002874586,0.002672502,0.002443955,0.002308976,0.002418863,-0.456615525,0.418014833,0.392620095,0.370486804,0.374741537,0.32306351,0.319574424,0.297889096,0.442430275,-0.448911497,0.41744417,0.40317744,0.367662856,0.350523744,0.346828495,0.3285579,0.319945438,0.412384561,0.25316242,0.217346502,0.184742195,0.160272246,0.136828817,0.127885932,0.115324793,0.098754813,0.084628071,0.247934027,0.215243783,0.174420021,0.158195168,0.134635423,0.119972411,0.114774838,0.109005692,0.095606272,0.800334088,0.731827927,0.696373175,0.677481385,0.668122691,0.662823922,0.670042435,0.669522146,0.662533421
cas645,10,55,600,95,50,150,3.6,4,case645,-0.529984536,-1.003126396,-1.450095568,-1.878881693,-2.284779693,-2.668231274,-3.034560101,-3.388049432,-3.726706419,-3.731860876,0.078379841,0.066853117,0.063870897,0.060327259,0.056632657,0.054507076,0.052592828,0.049628597,0.049353769,0.049225667,0.002408647,0.00234178,0.002093357,0.001958087,0.001872341,0.00168976,0.001563721,0.001484248,0.001371879,0.001349288,-0.502554361,0.456534977,0.434849577,0.413164139,0.397431714,0.373974528,0.361941848,0.328562464,0.462847267,-0.50255434,0.449972314,0.429661649,0.415045057,0.397924372,0.357612337,0.371835572,0.336275918,0.470979316,0.27635447,0.247693525,0.226684143,0.190367622,0.169590813,0.157804525,0.153982103,0.140739544,0.119448124,0.281849811,0.24955739,0.208971885,0.17948709,0.161717175,0.164711313,0.131831667,0.126277906,0.106154437,0.871855078,0.810901711,0.792546545,0.774090399,0.770298224,0.776062796,0.77438799,0.766944615,0.761751591
cas646,5,50,1900,40,450,350,2.8,1.2,case646,-0.227576377,-0.451991373,-0.660642647,-0.861664762,-1.056299891,-1.244292379,-1.426505519,-1.605995106,-1.776112421,-1.783560123,0.097890449,0.087828297,0.083611897,0.078870879,0.076162303,0.072658069,0.068448299,0.067480837,0.065852319,0.064472116,0.004620814,0.004594407,0.004533259,0.004607213,0.004507862,0.004402781,0.004250885,0.004010481,0.003914251,0.003901516,-0.205185786,0.212909603,0.203728731,0.19602469,0.190318039,0.173768631,0.179189972,0.173197951,0.24923672,-0.206947959,0.205440741,0.208294085,0.195739363,0.18406604,0.178003439,0.176927158,0.165208561,0.262932778,0.100940905,0.084720046,0.072938105,0.061857109,0.059512633,0.05260335,0.054763173,0.047210415,0.041441393,0.102167896,0.087583933,0.073539791,0.059436514,0.055324596,0.052424644,0.046949812,0.048840459,0.037871677,0.464957265,0.434152443,0.421019038,0.407643157,0.407683679,0.40377697,0.407926296,0.40725203,0.39572657
cas647,5,15,2800,100,650,100,1.2,2,case647,-0.235220312,-0.459692852,-0.668670305,-0.873105186,-1.073183081,-1.264019025,-1.449566275,-1.628458044,-1.798788386,-1.803303816,0.029150075,0.025925297,0.024221042,0.022435026,0.021383871,0.020101726,0.018800876,0.018063382,0.0176151,0.017365265,0.008368005,0.008297664,0.008304017,0.008323766,0.008116517,0.00803248,0.007877053,0.007602865,0.007344867,0.007407064,-0.190683903,0.186323338,0.186323323,0.172637471,0.19829722,0.279627647,0.213144762,0.197817717,0.178448434,-0.187259891,0.193742024,0.184896665,0.191744685,0.227696827,0.192564309,0.245423896,0.201967069,0.17800845,0.055725153,0.041829608,0.035063092,0.021696055,0.017570581,0.017156966,0.012322427,0.011474832,-0.000260737,0.054478865,0.044163136,0.029720209,0.024362912,0.017791544,0.004771387,0.008631485,0.013083522,-0.000538568,0.389732158,0.365520884,0.360717595,0.358188249,0.312414602,0.316280139,0.370405616,0.315638282,0.312626309
cas648,-15,75,1300,140,650,600,2,2.8,case648,-0.47323286,-0.898578435,-1.297497308,-1.676150275,-2.028148719,-2.375250586,-2.70175749,-3.013962941,-3.311996421,-3.318849665,0.101957844,0.084040028,0.077722191,0,0.068131811,0.065118526,0.062056159,0.061668434,0.058300711,0.057763749,0.003176409,0.003104763,0.003191629,0,0.002686552,0.00249902,0.002384925,0.002169127,0.001988188,0.002016478,-0.450052832,0.422768882,0.392146051,0.363801326,0.348393219,0.324995841,0.327722209,0.304293428,0.384675877,-0.452906174,0.29339563,0.508393884,0.387921606,0.32427299,0.351531965,0.311126368,0.291067736,0.398233311,0.24845235,0.204748053,0.175814154,0.148445107,0.131187874,0.122486943,0.108914446,0.1032001,0.087637751,0.247798129,0.20383106,0.097899932,0.144339553,0.113711857,0.118514836,0.092065064,0.109247675,0.084711533,0.756076659,0.668405294,0.641194056,0.601806213,0.583464657,0.581748074,0.503835719,0.575628778,0.566160943
cas649,10,45,1000,55,700,200,2.4,2,case649,-0.284412041,-0.549818561,-0.800740174,-1.049222168,-1.283194921,-1.509871653,-1.722692553,-1.933864283,-2.138755747,-2.144626658,0.073061199,0.064555858,0.061627829,0.058087552,0.055631185,0.053163747,0.051981103,0.050624419,0.049350626,0.048378554,0.002497497,0.002471971,0.002427988,0.002453554,0.002464615,0.002310218,0.002265855,0.0021848,0.002113759,0.002148257,-0.255740144,0.251379562,0.244652586,0.230614347,0.22237558,0.212198462,0.20981104,0.194596853,0.323258082,-0.259449486,0.244246198,0.246528898,0.224558141,0.223987477,0.215712769,0.204072884,0.205288563,0.320782242,0.123549635,0.104825274,0.091860751,0.075620733,0.068433234,0.053995939,0.058401615,0.048068818,0.040406778,0.126183343,0.105863232,0.084925177,0.076598451,0.068012723,0.055522281,0.055409874,0.049211113,0.036202542,0.5359551,0.496910629,0.486952778,0.480406189,0.48097778,0.471639094,0.48719924,0.478506494,0.467900436
cas650,0,15,2600,105,50,800,1.6,3.2,case650,-0.268374739,-0.524533666,-0.765020594,-0.997856283,-1.223484435,-1.434723207,-1.637253476,-1.824640938,-2.005679948,-2.009423613,0.029937952,0.026106168,0.023757515,0,0.020037899,0.01920376,0.018316171,0.017796644,0.017084747,0.017254886,0.013233776,0.013201036,0.013083206,0,0.012204188,0.011670182,0.0108476,0.010128878,0.009498758,0.00952739,-0.23947608,0.241392859,0.229408839,0.216854112,0.211147428,0.197166017,0.21123852,0.206776346,0.25596341,-0.236337398,0.242819543,0.229979485,0.214856786,0.206867405,0.210576756,0.202302064,0.191744702,0.273939473,0.081870102,0.057336872,0.047209543,0.037686637,0.036780676,0.028536033,0.025790406,0.026161566,0.026198881,0.079446515,0.059376942,0.049351257,0.038590874,0.036935826,0.027384716,0.026201556,0.022716184,0.023503718,0.387575292,0.342972488,0.33209841,0.314660211,0.313273542,0.293890467,0.28627339,0.280537143,0.277293625
cas651,-15,90,1100,90,400,600,2.4,0.8,case651,-0.206745369,-0.414294733,-0.605922859,-0.794028764,-0.977656475,-1.155942937,-1.327952479,-1.483449664,-1.634346323,-1.645660686,0.174401185,0.152513691,0.142358664,0.136141255,0.129720753,0.121886466,0.119683673,0.113910317,0.11121759,0.107368206,0.002913959,0.002850786,0.00278239,0.002910222,0.00284465,0.002737277,0.002673232,0.00264268,0.002441243,0.002446692,-0.206947961,0.197451383,0.188605998,0.184896673,0.178904644,0.176705207,0.163413354,0.143380506,0.205354959,-0.209230636,0.074290344,0.314061352,0.168620961,0.193171373,0.174339294,0.158645919,0.154120037,0.199180769,0.118832782,0.085198628,0.083334409,0.066160802,0.062802292,0.059173792,0.046886515,0.049011632,0.038045269,0.118523347,0.088314154,0.001444721,0.06596987,0.05522693,0.055897856,0.051294625,0.048200681,0.04181119,0.455106959,0.391263612,0.393624998,0.363876885,0.359284253,0.346806908,0.328268608,0.326558864,0.313054145
cas652,10,35,2200,145,150,100,3.2,1.6,case652,-0.248200173,-0.489664316,-0.721465728,-0.949325186,-1.163460076,-1.376436689,-1.579640193,-1.772891926,-1.963607354,-1.96948395,0.072763934,0.065107682,0.062303432,0,0.056975867,0.053564602,0.05109174,0.050149553,0.048400715,0.04770139,0.013303215,0.013216024,0.013157386,0,0.012485232,0.01203473,0.011305236,0.010812052,0.010361507,0.01026498,-0.226350695,0.217995452,0.217995448,0.210576756,0.194883347,0.203728761,0.185996481,0.214612961,0.29734405,-0.226350695,0.218280788,0.216854112,0.198022042,0.215142105,0.193456701,0.193635038,0.188142351,0.319600118,0.09825055,0.086528699,0.074241178,0.057876621,0.054099396,0.04269645,0.043181097,0.046047058,0.033465756,0.098767812,0.086027926,0.063185767,0.058934995,0.046231005,0.042607256,0.042899518,0.043569548,0.036023633,0.472432624,0.447970886,0.436598783,0.37781617,0.427682822,0.425763513,0.431938292,0.387387063,0.428702597
cas653,5,50,3200,60,350,450,1.2,1.2,case653,-0.221716862,-0.435917369,-0.640260992,-0.831894376,-1.019290489,-1.201250561,-1.382944975,-1.553493572,-1.726243562,-1.733595592,0.105277854,0.094801357,0.088646021,0,0.081265794,0.078845822,0.075435314,0.073106697,0.069884357,0.069551651,0.015800231,0.015629482,0.015481116,0,0.014772485,0.014408911,0.013715881,0.012953561,0.012198017,0.012653155,-0.204665284,0.199163388,0.20201672,0.185467328,0.185467345,0.186608681,0.167834793,0.1735855,0.228786553,-0.201241272,0.200875389,0.20087538,0.191744685,0.178333981,0.17976066,0.170216186,0.165907707,0.244640333,0.108686868,0.093249183,0.078680943,0.070012046,0.06153784,0.0632869,0.057049442,0.052564532,0.048421503,0.104330022,0.091354255,0.077646155,0.070169757,0.066803144,0.056916948,0.055165954,0.0480032,0.046642662,0.472552638,0.444139185,0.429382874,0.417367175,0.409801703,0.408520066,0.405331955,0.39481208,0.396157229
cas654,10,80,1800,140,350,800,0.8,4,case654,-0.681434638,-1.274295351,-1.824250345,-2.33558951,-2.824827901,-3.285688749,-3.726678541,-4.153085079,-4.561099683,-4.567362019,0.095791452,0.080067875,0.073611775,0,0.064587604,0.062937106,0.060896358,0.060008029,0.056859931,0.057072827,0.004270313,0.004097285,0.003796143,0,0.003038875,0.002705655,0.002502169,0.00227003,0.002229556,0.002193273,-0.63837352,0.589215474,0.527297871,0.499620438,0.47907642,0.448173455,0.440072366,0.391478709,0.554053767,-0.642938869,0.529580559,0.580655439,0.506753836,0.466280324,0.459629672,0.43811638,0.400055306,0.543351634,0.357126133,0.303893802,0.257356799,0.212993203,0.193635701,0.187877713,0.178582628,0.159554822,0.132948056,0.355361705,0.306423637,0.22349205,0.216557739,0.205691818,0.187969718,0.173790281,0.162486818,0.136717898,1.027441635,0.925271236,0.871156973,0.824331948,0.830938556,0.837323435,0.844540279,0.834008262,0.840295987
cas655,0,40,3200,125,200,650,3.6,2.8,case655,-0.324054887,-0.628744898,-0.898786244,-1.155363985,-1.396492801,-1.621356104,-1.819508549,-2.002953982,-2.17484785,-2.178880722,0.073135597,0.060224384,0.054003081,0.049141032,0.044234763,0.04147044,0.03651963,0.034963345,0.032303432,0.031251378,0.021938504,0.02153511,0.020291838,0.018800332,0.017153312,0.015735748,0.013512083,0.012055646,0.010909103,0.010781657,-0.321367038,0.300849416,0.274099324,0.25708626,0.238824878,0.221704738,0.198320355,0.183314357,0.183314354,-0.313092342,0.308567158,0.272729533,0.257997308,0.240411248,0.220563429,0.162504945,0.147082823,0.255931936,0.179988795,0.133343916,0.112053597,0.106519753,0.096733758,0.091846844,0.088075137,0.085169338,0.067656748,0.179442978,0.133834954,0.112095637,0.101879111,0.099617531,0.093875606,0.087534294,0.057640652,0.031866068,0.533454387,0.441201483,0.392757683,0.361927778,0.335002768,0.309519883,0.289748023,0.278655351,0.253824447
cas656,-20,75,700,90,250,150,2,1.6,case656,-0.334007346,-0.637108045,-0.932804335,-1.22047985,-1.491611868,-1.75400501,-2.004935358,-2.24938557,-2.4869435,-2.495232412,0.123494111,0.109128385,0.102751349,0,0.093118402,0.09020748,0.087147628,0.085416907,0.0829002,0.081432454,0.002212912,0.002179772,0.002116299,0,0.002095563,0.001893623,0.001837988,0.001744144,0.001732122,0.001753283,-0.311951007,0.294261941,0.284396129,0.269872257,0.255998969,0.243675538,0.246499862,0.247699278,0.340877431,-0.307385658,0.293894385,0.291419097,0.267265592,0.264790262,0.241678204,0.261098845,0.224254932,0.343445437,0.16458134,0.150617801,0.128237501,0.10555764,0.097741416,0.076644566,0.071559419,0.061639583,0.062315125,0.160292445,0.148052299,0.124451565,0.111394084,0.101754009,0.08691795,0.081160074,0.075869345,0.064845343,0.624862532,0.598658847,0.584182923,0.570023644,0.509170629,0.558970928,0.572953606,0.565063605,0.568346303
cas657,-5,10,2400,80,600,900,2.4,0.8,case657,-0.075113731,-0.151613708,-0.218056025,-0.291738607,-0.363824787,-0.436549384,-0.508918762,-0.574802558,-0.63925519,-0.644175781,0.02194871,0.021368706,0.021326977,0.020353945,0.020186537,0.019517643,0.018337379,0.017598183,0.017472802,0.016886853,0.00637639,0.006405883,0.006455249,0.006415493,0.006473346,0.006459491,0.006367166,0.00642904,0.006401801,0.006338422,-0.08770764,0.050729508,0.039977378,0.105003044,0.07104826,0.066197561,0.085885627,0.047080193,0.09054657,-0.091523875,0.030109114,0.081605628,0.079037613,0.049362847,0.095872347,0.051074845,0.0796083,0.085981212,0.005550912,0.000324562,0.000288114,0.001261617,0.000756226,5.99E-05,0.000691013,-6.13E-05,0.002519366,0.004788806,-4.27E-05,0.001567298,0.000392805,9.40E-05,0.001813473,0.000102586,0.001148138,0.001574529,0.186119405,0.126455213,0.175624956,0.175777344,0.099993324,0.172029887,0.073221876,0.160428349,0.155757224
cas658,-5,80,3300,100,450,300,4,4,case658,-0.703242847,-1.322783082,-1.888172222,-2.414608172,-2.908740517,-3.378114079,-3.818088293,-4.239551885,-4.643678733,-4.649933625,0.096774456,0.080135515,0.071691655,0.068559769,0.064586354,0.062214678,0.060935973,0.058795634,0.057729683,0.056879371,0.00713755,0.006422114,0.005852063,0.005261312,0.004648907,0.004157907,0.003729562,0.003343974,0.00305778,0.003022085,-0.666906927,0.594636823,0.567900028,0.510663867,0.478220361,0.469089644,0.439900228,0.394132137,0.52848361,-0.659202916,0.605479513,0.556402019,0.520047988,0.47605426,0.45682025,0.437812396,0.412458113,0.52565617,0.361763205,0.310769191,0.248197298,0.219677129,0.200031763,0.175608871,0.173783989,0.168109809,0.143312722,0.358278162,0.307684867,0.247438037,0.212061877,0.195573103,0.178750102,0.163315734,0.15434942,0.135601496,1.021380297,0.919792988,0.851005582,0.73536513,0.813772082,0.811506944,0.821183572,0.830627651,0.829064788
cas659,-15,20,2800,130,150,800,3.6,0,case659,刻不动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas660,-10,95,600,75,550,400,0.8,0.8,case660,-0.222213348,-0.432624609,-0.632599982,-0.819425298,-1.011055852,-1.195750373,-1.379337354,-1.552109706,-1.719547173,-1.730590629,0.161124636,0.147287217,0.140623059,0.134230982,0.129498747,0.122164909,0.119149961,0.117165939,0.112977028,0.111421044,0.001711164,0.001713971,0.001777475,0.001749101,0.001669688,0.001661651,0.001674593,0.001612389,0.001585025,0.001614204,-0.208089298,0.200875395,0.185752647,0.195189187,0.177172167,0.173934315,0.175392372,0.166903666,0.247281581,-0.20837463,0.179189982,0.201731388,0.188320671,0.185624957,0.178176335,0.173525402,0.161171828,0.254475436,0.110077656,0.0880578,0.079568501,0.069546402,0.062435136,0.062647325,0.04743095,0.04087666,0.047600152,0.107140816,0.086931523,0.066354747,0.066429197,0.052596554,0.059014274,0.041710909,0.04281833,0.040685093,0.499848524,0.457619375,0.450744538,0.448811375,0.435847552,0.442861466,0.427995831,0.427486299,0.436238815
cas661,15,20,700,130,50,50,1.2,2,case661,-0.207806815,-0.405450794,-0.599182836,-0.787124072,-0.973875629,-1.156145517,-1.330596681,-1.500968236,-1.665547238,-1.669614694,0.043038981,0.039007114,0.037500756,0.035814722,0.034381829,0.032976582,0.032595156,0.030880967,0.030275818,0.029720737,0.003257056,0.00322614,0.003248504,0.003218076,0.003148069,0.003067003,0.003040845,0.002921538,0.002849548,0.002830427,-0.178414521,0.190318016,0.177192637,0.173483287,0.165208595,0.178048628,0.154080578,0.184904099,0.267964333,-0.183421703,0.182392152,0.178969992,0.16927175,0.176820406,0.174357687,0.154365948,0.203158004,0.246857051,0.074366381,0.058390532,0.059214227,0.052767867,0.043070373,0.032276576,0.02969825,0.033995452,0.023223945,0.08276953,0.067167453,0.055041877,0.045983982,0.041690129,0.033765972,0.032209279,0.032567546,0.010363609,0.445222517,0.413644591,0.414788198,0.415802905,0.41455627,0.354653151,0.406841192,0.421538754,0.398543733
cas662,-5,10,2300,65,600,200,0.4,0.4,case662,-0.100946244,-0.191751049,-0.285451998,-0.379583789,-0.472920956,-0.563564554,-0.654385946,-0.744319577,-0.829832911,-0.834323971,0.022831504,0.021370787,0.020401439,0.020077595,0.018951365,0.018492707,0.017661316,0.016873933,0.016656106,0,0.006213434,0.006148049,0.00621862,0.006134511,0.006132359,0.006143614,0.006154566,0.006100394,0.006156784,0,-0.080259506,0.086456307,0.088453659,0.079608283,0.095872343,0.083032293,0.094419726,0.115387661,0.110834192,-0.074838149,0.091877669,0.093019004,0.083317633,0.092162992,0.078752288,0.095872343,0.131672987,0.092810906,0.022762418,0.015646707,0.0111866,0.008250541,0.011300396,0.010339496,0.009380893,0.007899441,0.002623894,0.021677215,0.016879622,0.009367269,0.010310252,0.012206905,0.010536728,0.006689366,0.009134542,-0.000490699,0.310643815,0.29873051,0.288551058,0.246417597,0.293063419,0.290112407,0.288062874,0.286963816,0.259146332
cas663,0,35,1600,135,750,100,1.2,2.8,case663,-0.34564043,-0.665814418,-0.975946998,-1.270493264,-1.555947435,-1.826019291,-2.086891357,-2.339870777,-2.585150037,-2.590323014,0.057247538,0.04942603,0.045740733,0.043531027,0.042146311,0.040517225,0.038283047,0.037080432,0.036828059,0.036127886,0.003740907,0.003799468,0.003716407,0.003671734,0.003537626,0.003473485,0.00331767,0.003090768,0.002956738,0.003027123,-0.29882563,0.296177047,0.283344158,0.281617863,0.263953992,0.246509194,0.243564555,0.286872046,0.389458528,-0.300252301,0.292157701,0.290780374,0.281054361,0.253091591,0.252806221,0.236256838,0.260114976,0.423808651,0.135710449,0.116351175,0.089193211,0.07794279,0.068807384,0.059263926,0.05206197,0.052308106,0.034892552,0.132537977,0.11469478,0.09424188,0.080527819,0.068657858,0.05610878,0.060419365,0.046688074,0.044196968,0.571041502,0.533839031,0.523205199,0.523471139,0.521316885,0.523884882,0.539563123,0.547264613,0.543376644
cas664,0,35,600,150,700,600,0.8,0,case664,-0.06356031,-0.129215587,-0.194824605,-0.25577152,-0.313243565,-0.378419644,-0.44129243,-0.505681623,-0.566818335,-0.573215993,0.051674921,0.05010601,0.049509327,0.047440087,0.047260888,0.045880482,0.045017339,0.04370919,0.043582087,0,0,0,0,0,0,0,0,0,0,0,-0.052011405,0.06848025,0.057922869,0.051645522,0.060205549,0.065626902,0.055640204,0.070283549,0.091399744,-0.049443392,0.063914899,0.059920215,0.054213526,0.062393114,0.064580683,0.058493542,0.07558224,0.084674382,0.013171478,0.008500676,0.002128907,0.002711841,0.00716167,0.004737533,0.006358548,0.005438785,0.005284987,0.011966395,0.009512101,0.003395401,0.003627478,0.004658478,0.005083636,0.005688415,0.00610067,0.004471102,0.270310832,0.263185737,0.25176265,0.250389938,0.254617113,0.252560321,0.251577591,0.215519182,0.235886121
cas665,-15,10,2400,75,250,800,4,2.4,case665,-0.150979624,-0.303532205,-0.452024495,-0.596647648,-0.735976415,-0.867566911,-1.000480654,-1.116331377,-1.22568984,-1.229128811,0.021323664,0.019663331,0.017598353,0.015929288,0.01464977,0.013412504,0.011963247,0.011242764,0.010982657,0.010647018,0.008004839,0.008000874,0.007960792,0.0079787,0.007855908,0.007687278,0.00731331,0.006942616,0.006480725,0.006269925,-0.128195677,0.140384512,0.14951519,0.138672509,0.14095515,0.117557764,0.131639864,0.135433112,0.146775032,-0.124771665,0.144664528,0.140099164,0.14437919,0.133536467,0.144664517,0.107856401,0.139243151,0.149913727,0.021632765,0.018972824,0.012998047,0.007566797,0.006829406,0.004141822,0.00599247,0.003247244,0.006097366,0.021470443,0.017455718,0.011805736,0.007372238,0.005415771,0.004027903,0.001882098,0.003454232,0.006392369,0.183041468,0.176366803,0.169798476,0.160365208,0.154026894,0.144717019,0.120930398,0.133334549,0.127580875
cas666,-5,30,2600,105,550,200,0,1.6,case666,-0.234295829,-0.458652869,-0.678177653,-0.886262012,-1.092757072,-1.28848502,-1.483332719,-1.669374985,-1.849207113,-1.855226112,0.060821474,0.054127622,0.051117919,0.049171043,0.046770273,0.04536671,0.043819988,0.042244856,0.040676521,0.040534099,0.008088615,0.008042696,0.007978706,0.007916944,0.007845768,0.00763779,0.007343456,0.007081921,0.006885751,0.006903094,-0.194393247,0.207723422,0.19570174,0.196559991,0.181545666,0.192030038,0.200019377,0.209195665,0.278056966,-0.192966578,0.209150082,0.199163373,0.196880715,0.186323345,0.178048662,0.199163386,0.233688797,0.259841173,0.077945016,0.066987854,0.05526522,0.042772923,0.039834288,0.036214967,0.02746255,0.028771371,0.014142074,0.079743572,0.070984762,0.058542294,0.047033256,0.040886287,0.039306168,0.034508219,0.02368926,0.00372978,0.451339294,0.43162332,0.424525585,0.419355802,0.422984446,0.4283354,0.425703289,0.432337754,0.409873037
cas667,-5,100,3400,145,600,50,0,1.6,case667,-0.429592932,-0.823003477,-1.202382237,-1.566943926,-1.914461711,-2.250471431,-2.57829478,-2.888349176,-3.189816032,-3.201292421,0.152371282,0.134751236,0.12898543,0.122770755,0.118628179,0.115238654,0.111491063,0.107482356,0.105154235,0.103472482,0.006648636,0.006723015,0.006518619,0.006069958,0.005666412,0.005415344,0.005022987,0.004677875,0.004376355,0.004463551,-0.388420616,0.37664135,0.346966599,0.351712176,0.347927655,0.305952617,0.319500242,0.287617104,0.476554062,-0.382428591,0.376070682,0.351246621,0.365227955,0.325281211,0.330222845,0.308348281,0.297325543,0.465140692,0.205508844,0.171831432,0.157501866,0.132244701,0.110498217,0.119581328,0.081984849,0.085059593,0.072680977,0.200829626,0.163292378,0.148194081,0.125635054,0.12877998,0.105231432,0.109003503,0.091287394,0.067385232,0.756743904,0.685529244,0.602589146,0.688385065,0.691002704,0.705347554,0.700611115,0.703422703,0.694406304
